job_id,job_title,industry,location,salary_usd,skills_required,remote_option,company_size,posting_date
9464,ML Researcher,AI,Singapore,123085,"Python, PyTorch",Yes,Medium,2025-08-30
9465,Quantum Researcher,Quantum Computing,New York,101256,"Qiskit, Linear Algebra",No,Medium,2025-08-12
9466,Sustainability Analyst,Green Tech,New York,59052,"Energy Modeling, Climate Data Analysis",No,Small,2025-10-23
9467,Smart Contract Engineer,Blockchain,London,240774,"Ethereum, Rust",Yes,Large,2025-01-24
9468,Smart Contract Engineer,Blockchain,Tokyo,233744,"Solidity, Rust",Yes,Small,2025-04-27
9469,Quantum Researcher,Quantum Computing,London,144572,"Linear Algebra, Qiskit",Yes,Large,2025-12-07
9470,Sustainability Analyst,Green Tech,Tokyo,63950,"Climate Data Analysis, Energy Modeling",Yes,Large,2025-06-13
9471,ML Researcher,AI,Dubai,176061,"Python, PyTorch",Yes,Small,2025-05-14
9472,Renewable Energy Engineer,Green Tech,Berlin,164636,"Climate Data Analysis, Energy Modeling",No,Small,2025-08-07
9473,Renewable Energy Engineer,Green Tech,London,158179,"Energy Modeling, Climate Data Analysis",No,Large,2025-06-29
9474,Renewable Energy Engineer,Green Tech,Berlin,156383,"Energy Modeling, Climate Data Analysis",Yes,Small,2025-07-31
9475,Quantum Software Developer,Quantum Computing,Tokyo,174802,"Quantum Algorithms, Linear Algebra",No,Small,2025-04-03
9476,Quantum Researcher,Quantum Computing,New York,90749,"Quantum Algorithms, Qiskit",Yes,Small,2025-07-22
9477,AI Engineer,AI,New York,88298,"Python, TensorFlow",Yes,Medium,2025-12-15
9478,ML Researcher,AI,London,82039,"Python, PyTorch",No,Medium,2025-08-04
9479,Sustainability Analyst,Green Tech,London,185082,"Climate Data Analysis, Energy Modeling",No,Large,2025-10-11
9480,ML Researcher,AI,London,207228,"Python, PyTorch",Yes,Small,2025-12-26
9481,Smart Contract Engineer,Blockchain,Berlin,153484,"Rust, Ethereum",No,Medium,2025-01-07
9482,Quantum Software Developer,Quantum Computing,Tokyo,125607,"Linear Algebra, Qiskit",No,Small,2025-11-17
9483,Renewable Energy Engineer,Green Tech,New York,86330,"Energy Modeling, Climate Data Analysis",Yes,Medium,2025-11-02
9484,ML Researcher,AI,Dubai,64347,"PyTorch, Python",Yes,Small,2025-05-12
9485,Sustainability Analyst,Green Tech,Dubai,108476,"Energy Modeling, Climate Data Analysis",Yes,Medium,2025-10-21
9486,Sustainability Analyst,Green Tech,London,109176,"Energy Modeling, Climate Data Analysis",No,Large,2025-05-20
9487,Smart Contract Engineer,Blockchain,Dubai,211302,"Rust, Solidity",No,Small,2025-06-15
9488,Blockchain Developer,Blockchain,Singapore,113971,"Rust, Solidity",Yes,Medium,2025-07-26
9489,Data Scientist,AI,Tokyo,77565,"TensorFlow, PyTorch",No,Large,2025-06-28
9490,Quantum Software Developer,Quantum Computing,Tokyo,235018,"Qiskit, Quantum Algorithms",No,Medium,2025-01-31
9491,ML Researcher,AI,Dubai,141688,"Python, PyTorch",No,Small,2025-11-10
9492,Renewable Energy Engineer,Green Tech,London,87728,"Climate Data Analysis, Energy Modeling",Yes,Small,2025-03-22
9493,Sustainability Analyst,Green Tech,New York,178827,"Energy Modeling, Climate Data Analysis",No,Medium,2025-12-17
9494,Quantum Researcher,Quantum Computing,Tokyo,213635,"Linear Algebra, Qiskit",Yes,Medium,2025-06-27
9495,Blockchain Developer,Blockchain,Berlin,123808,"Rust, Ethereum",No,Medium,2025-10-24
9496,Blockchain Developer,Blockchain,Berlin,100884,"Rust, Solidity",No,Small,2025-02-22
9497,ML Researcher,AI,Berlin,73066,"TensorFlow, PyTorch",No,Medium,2025-06-26
9498,Quantum Researcher,Quantum Computing,New York,226010,"Qiskit, Linear Algebra",No,Small,2025-04-01
9499,ML Researcher,AI,Singapore,157849,"Python, TensorFlow",No,Small,2025-08-16
9500,Renewable Energy Engineer,Green Tech,Singapore,72818,"Energy Modeling, Climate Data Analysis",No,Small,2025-07-09
9501,Quantum Software Developer,Quantum Computing,London,193277,"Qiskit, Linear Algebra",No,Medium,2025-09-22
9502,ML Researcher,AI,Singapore,164735,"PyTorch, Python",No,Large,2025-01-14
9503,Sustainability Analyst,Green Tech,Dubai,188528,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-03-15
9504,ML Researcher,AI,Tokyo,59267,"Python, PyTorch",Yes,Medium,2025-10-01
9505,Sustainability Analyst,Green Tech,New York,150018,"Energy Modeling, Climate Data Analysis",Yes,Large,2025-10-30
9506,Smart Contract Engineer,Blockchain,Berlin,227566,"Solidity, Rust",No,Medium,2025-08-27
9507,Renewable Energy Engineer,Green Tech,Berlin,84820,"Climate Data Analysis, Energy Modeling",Yes,Small,2025-09-16
9508,Quantum Researcher,Quantum Computing,New York,163487,"Linear Algebra, Qiskit",Yes,Large,2025-05-19
9509,Renewable Energy Engineer,Green Tech,London,208241,"Energy Modeling, Climate Data Analysis",No,Large,2025-01-31
9510,Renewable Energy Engineer,Green Tech,London,219412,"Energy Modeling, Climate Data Analysis",Yes,Large,2025-11-08
9511,Sustainability Analyst,Green Tech,London,200610,"Climate Data Analysis, Energy Modeling",No,Medium,2025-03-30
9512,Smart Contract Engineer,Blockchain,Tokyo,175634,"Rust, Ethereum",Yes,Large,2025-01-08
9513,Quantum Software Developer,Quantum Computing,Dubai,98033,"Quantum Algorithms, Qiskit",No,Large,2025-11-26
9514,AI Engineer,AI,Singapore,232547,"TensorFlow, Python",Yes,Small,2025-03-04
9515,Quantum Researcher,Quantum Computing,Dubai,203071,"Quantum Algorithms, Qiskit",No,Large,2025-09-20
9516,Sustainability Analyst,Green Tech,Dubai,173589,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-06-07
9517,Quantum Researcher,Quantum Computing,Tokyo,66148,"Quantum Algorithms, Linear Algebra",No,Small,2025-05-26
9518,Blockchain Developer,Blockchain,Singapore,100219,"Rust, Solidity",Yes,Large,2025-02-08
9519,Blockchain Developer,Blockchain,Berlin,192068,"Solidity, Ethereum",Yes,Small,2025-07-03
9520,Quantum Software Developer,Quantum Computing,Tokyo,233750,"Linear Algebra, Quantum Algorithms",Yes,Medium,2025-07-25
9521,Data Scientist,AI,Dubai,187403,"Python, PyTorch",No,Small,2025-07-07
9522,Sustainability Analyst,Green Tech,Dubai,90917,"Climate Data Analysis, Energy Modeling",No,Large,2025-05-10
9523,Blockchain Developer,Blockchain,Singapore,177250,"Ethereum, Solidity",No,Large,2025-02-25
9524,Smart Contract Engineer,Blockchain,Dubai,62616,"Rust, Solidity",Yes,Medium,2025-11-13
9525,Smart Contract Engineer,Blockchain,Tokyo,126773,"Ethereum, Solidity",Yes,Small,2025-07-30
9526,Renewable Energy Engineer,Green Tech,Tokyo,60069,"Climate Data Analysis, Energy Modeling",No,Medium,2025-10-03
9527,Renewable Energy Engineer,Green Tech,Tokyo,155260,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-07-06
9528,ML Researcher,AI,London,197965,"TensorFlow, PyTorch",Yes,Small,2025-04-09
9529,Smart Contract Engineer,Blockchain,London,124451,"Ethereum, Solidity",Yes,Small,2025-05-28
9530,Renewable Energy Engineer,Green Tech,Tokyo,50784,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-08-24
9531,Quantum Researcher,Quantum Computing,Berlin,204367,"Qiskit, Quantum Algorithms",Yes,Small,2025-11-04
9532,Renewable Energy Engineer,Green Tech,New York,152055,"Climate Data Analysis, Energy Modeling",No,Small,2025-09-03
9533,Sustainability Analyst,Green Tech,Tokyo,144844,"Climate Data Analysis, Energy Modeling",No,Small,2025-07-08
9534,Data Scientist,AI,Singapore,187608,"Python, TensorFlow",Yes,Medium,2025-07-28
9535,Quantum Researcher,Quantum Computing,New York,90372,"Quantum Algorithms, Linear Algebra",Yes,Large,2025-03-23
9536,ML Researcher,AI,London,73382,"Python, TensorFlow",No,Small,2025-03-06
9537,Smart Contract Engineer,Blockchain,London,234054,"Solidity, Rust",No,Medium,2025-12-24
9538,Sustainability Analyst,Green Tech,Singapore,158712,"Energy Modeling, Climate Data Analysis",No,Medium,2025-01-15
9539,Renewable Energy Engineer,Green Tech,Dubai,182253,"Energy Modeling, Climate Data Analysis",No,Large,2025-03-26
9540,Smart Contract Engineer,Blockchain,New York,222996,"Solidity, Ethereum",Yes,Medium,2025-01-15
9541,Blockchain Developer,Blockchain,Dubai,208779,"Ethereum, Solidity",No,Small,2025-04-24
9542,Quantum Software Developer,Quantum Computing,London,157954,"Qiskit, Quantum Algorithms",No,Small,2025-05-09
9543,AI Engineer,AI,London,159230,"Python, PyTorch",No,Large,2025-04-18
9544,Quantum Software Developer,Quantum Computing,Tokyo,209131,"Linear Algebra, Qiskit",No,Small,2025-05-12
9545,Smart Contract Engineer,Blockchain,London,234410,"Rust, Ethereum",No,Medium,2025-05-30
9546,ML Researcher,AI,Singapore,77384,"PyTorch, TensorFlow",Yes,Medium,2025-01-16
9547,Quantum Software Developer,Quantum Computing,London,212485,"Qiskit, Linear Algebra",Yes,Medium,2025-01-04
9548,ML Researcher,AI,Berlin,58521,"Python, PyTorch",No,Medium,2025-07-23
9549,Renewable Energy Engineer,Green Tech,Singapore,186318,"Energy Modeling, Climate Data Analysis",No,Small,2025-03-27
9550,Blockchain Developer,Blockchain,Singapore,146809,"Ethereum, Solidity",No,Large,2025-06-02
9551,ML Researcher,AI,Tokyo,167149,"TensorFlow, PyTorch",No,Large,2025-09-11
9552,Sustainability Analyst,Green Tech,London,210031,"Energy Modeling, Climate Data Analysis",Yes,Medium,2025-04-22
9553,ML Researcher,AI,Singapore,187789,"PyTorch, TensorFlow",No,Small,2025-02-27
9554,Data Scientist,AI,London,140374,"Python, PyTorch",No,Medium,2025-01-13
9555,Quantum Software Developer,Quantum Computing,Tokyo,127023,"Qiskit, Quantum Algorithms",Yes,Small,2025-02-21
9556,Smart Contract Engineer,Blockchain,Tokyo,198336,"Ethereum, Rust",No,Medium,2025-10-28
9557,Smart Contract Engineer,Blockchain,Tokyo,112015,"Ethereum, Solidity",Yes,Medium,2025-01-13
9558,Quantum Researcher,Quantum Computing,Dubai,86613,"Linear Algebra, Quantum Algorithms",Yes,Medium,2025-05-25
9559,Renewable Energy Engineer,Green Tech,Dubai,239909,"Energy Modeling, Climate Data Analysis",No,Medium,2025-05-03
9560,Renewable Energy Engineer,Green Tech,Singapore,89469,"Climate Data Analysis, Energy Modeling",Yes,Large,2025-06-04
9561,Renewable Energy Engineer,Green Tech,Dubai,89388,"Energy Modeling, Climate Data Analysis",No,Small,2025-09-29
9562,Blockchain Developer,Blockchain,Berlin,91652,"Solidity, Ethereum",No,Small,2025-03-21
9563,Renewable Energy Engineer,Green Tech,Tokyo,117932,"Climate Data Analysis, Energy Modeling",Yes,Large,2025-04-10
9564,Quantum Software Developer,Quantum Computing,Berlin,172181,"Linear Algebra, Quantum Algorithms",No,Large,2025-07-29
9565,Renewable Energy Engineer,Green Tech,Singapore,127366,"Climate Data Analysis, Energy Modeling",No,Small,2025-03-18
9566,Quantum Software Developer,Quantum Computing,Singapore,200499,"Quantum Algorithms, Qiskit",Yes,Medium,2025-06-29
9567,Data Scientist,AI,Dubai,168459,"TensorFlow, Python",Yes,Medium,2025-02-25
9568,Quantum Researcher,Quantum Computing,London,50320,"Quantum Algorithms, Qiskit",Yes,Medium,2025-04-11
9569,Quantum Software Developer,Quantum Computing,Berlin,53438,"Quantum Algorithms, Qiskit",Yes,Large,2025-01-22
9570,Renewable Energy Engineer,Green Tech,Singapore,232595,"Climate Data Analysis, Energy Modeling",No,Large,2025-12-27
9571,Renewable Energy Engineer,Green Tech,Dubai,117305,"Climate Data Analysis, Energy Modeling",No,Small,2025-02-19
9572,Smart Contract Engineer,Blockchain,Dubai,237770,"Ethereum, Solidity",Yes,Small,2025-06-29
9573,Sustainability Analyst,Green Tech,Dubai,145084,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-01-24
9574,Blockchain Developer,Blockchain,New York,162296,"Ethereum, Solidity",No,Small,2025-01-22
9575,AI Engineer,AI,Tokyo,78300,"PyTorch, TensorFlow",No,Large,2025-10-09
9576,Renewable Energy Engineer,Green Tech,New York,91892,"Energy Modeling, Climate Data Analysis",No,Small,2025-08-14
9577,Data Scientist,AI,Tokyo,156267,"PyTorch, Python",No,Medium,2025-01-18
9578,ML Researcher,AI,Berlin,131763,"Python, PyTorch",No,Medium,2025-08-13
9579,AI Engineer,AI,Singapore,93750,"TensorFlow, PyTorch",Yes,Medium,2025-07-28
9580,Blockchain Developer,Blockchain,Berlin,180592,"Ethereum, Solidity",Yes,Medium,2025-07-28
9581,Smart Contract Engineer,Blockchain,New York,95930,"Solidity, Rust",No,Medium,2025-04-07
9582,Renewable Energy Engineer,Green Tech,Tokyo,124579,"Energy Modeling, Climate Data Analysis",Yes,Small,2025-12-21
9583,Data Scientist,AI,London,133477,"Python, TensorFlow",Yes,Medium,2025-05-18
9584,Blockchain Developer,Blockchain,Singapore,215798,"Solidity, Ethereum",No,Medium,2025-10-17
9585,Quantum Researcher,Quantum Computing,Singapore,115353,"Qiskit, Linear Algebra",Yes,Small,2025-01-25
9586,Quantum Researcher,Quantum Computing,London,203630,"Quantum Algorithms, Linear Algebra",No,Small,2025-05-03
9587,ML Researcher,AI,Singapore,125377,"Python, TensorFlow",Yes,Small,2025-07-06
9588,Smart Contract Engineer,Blockchain,Dubai,221836,"Ethereum, Solidity",No,Medium,2025-04-22
9589,Sustainability Analyst,Green Tech,London,145406,"Energy Modeling, Climate Data Analysis",No,Medium,2025-01-19
9590,Sustainability Analyst,Green Tech,Tokyo,82287,"Climate Data Analysis, Energy Modeling",No,Large,2025-01-09
9591,Quantum Researcher,Quantum Computing,London,123231,"Quantum Algorithms, Qiskit",No,Small,2025-04-02
9592,Blockchain Developer,Blockchain,Berlin,93343,"Rust, Ethereum",No,Large,2025-05-26
9593,Data Scientist,AI,Berlin,210004,"Python, TensorFlow",Yes,Small,2025-05-06
9594,Sustainability Analyst,Green Tech,Tokyo,103888,"Climate Data Analysis, Energy Modeling",No,Medium,2025-08-24
9595,Data Scientist,AI,London,222142,"PyTorch, TensorFlow",No,Large,2025-01-22
9596,Renewable Energy Engineer,Green Tech,New York,238477,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-12-28
9597,Blockchain Developer,Blockchain,Singapore,158961,"Rust, Ethereum",No,Large,2025-06-07
9598,Renewable Energy Engineer,Green Tech,Singapore,175488,"Climate Data Analysis, Energy Modeling",Yes,Large,2025-05-14
9599,Renewable Energy Engineer,Green Tech,Dubai,113843,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-07-07
9600,ML Researcher,AI,Dubai,240211,"PyTorch, Python",Yes,Medium,2025-08-23
9601,Quantum Software Developer,Quantum Computing,New York,108081,"Linear Algebra, Qiskit",No,Small,2025-12-03
9602,Sustainability Analyst,Green Tech,Tokyo,69184,"Climate Data Analysis, Energy Modeling",No,Small,2025-05-28
9603,Sustainability Analyst,Green Tech,London,52864,"Climate Data Analysis, Energy Modeling",No,Small,2025-07-29
9604,Sustainability Analyst,Green Tech,London,175516,"Energy Modeling, Climate Data Analysis",No,Large,2025-12-22
9605,Quantum Software Developer,Quantum Computing,New York,179497,"Quantum Algorithms, Qiskit",Yes,Medium,2025-06-14
9606,Smart Contract Engineer,Blockchain,Singapore,175868,"Solidity, Rust",Yes,Large,2025-12-13
9607,Sustainability Analyst,Green Tech,London,62656,"Climate Data Analysis, Energy Modeling",Yes,Small,2025-06-18
9608,AI Engineer,AI,Dubai,143296,"Python, TensorFlow",Yes,Small,2025-11-19
9609,Sustainability Analyst,Green Tech,Singapore,69993,"Climate Data Analysis, Energy Modeling",No,Small,2025-04-04
9610,Quantum Researcher,Quantum Computing,Berlin,213170,"Linear Algebra, Qiskit",Yes,Large,2025-02-27
9611,Smart Contract Engineer,Blockchain,Tokyo,249492,"Ethereum, Rust",No,Small,2025-10-25
9612,Renewable Energy Engineer,Green Tech,London,247983,"Climate Data Analysis, Energy Modeling",No,Large,2025-05-29
9613,Data Scientist,AI,New York,144756,"Python, PyTorch",Yes,Small,2025-02-15
9614,Smart Contract Engineer,Blockchain,London,166105,"Rust, Ethereum",Yes,Large,2025-08-14
9615,Data Scientist,AI,New York,76253,"PyTorch, TensorFlow",No,Large,2025-12-08
9616,Quantum Software Developer,Quantum Computing,Tokyo,55074,"Qiskit, Quantum Algorithms",Yes,Medium,2025-05-14
9617,AI Engineer,AI,New York,163780,"Python, PyTorch",No,Medium,2025-07-05
9618,AI Engineer,AI,Berlin,141325,"PyTorch, Python",No,Medium,2025-06-22
9619,Data Scientist,AI,New York,57027,"PyTorch, TensorFlow",Yes,Medium,2025-05-10
9620,Quantum Researcher,Quantum Computing,London,173317,"Linear Algebra, Quantum Algorithms",No,Small,2025-11-22
9621,Data Scientist,AI,Singapore,62662,"PyTorch, Python",Yes,Large,2025-12-31
9622,Renewable Energy Engineer,Green Tech,New York,156507,"Climate Data Analysis, Energy Modeling",No,Medium,2025-04-05
9623,Renewable Energy Engineer,Green Tech,Tokyo,64955,"Climate Data Analysis, Energy Modeling",Yes,Small,2025-06-14
9624,Data Scientist,AI,London,129896,"TensorFlow, Python",No,Large,2025-07-11
9625,Sustainability Analyst,Green Tech,Singapore,89557,"Climate Data Analysis, Energy Modeling",Yes,Small,2025-10-30
9626,Renewable Energy Engineer,Green Tech,New York,140849,"Energy Modeling, Climate Data Analysis",No,Small,2025-04-15
9627,Quantum Researcher,Quantum Computing,New York,163722,"Quantum Algorithms, Qiskit",Yes,Medium,2025-01-30
9628,AI Engineer,AI,Berlin,130193,"TensorFlow, Python",Yes,Medium,2025-02-19
9629,Renewable Energy Engineer,Green Tech,Berlin,170540,"Climate Data Analysis, Energy Modeling",Yes,Large,2025-12-24
9630,Data Scientist,AI,London,173492,"TensorFlow, PyTorch",Yes,Small,2025-02-16
9631,Blockchain Developer,Blockchain,Berlin,58596,"Rust, Ethereum",Yes,Large,2025-04-19
9632,Sustainability Analyst,Green Tech,Dubai,195283,"Energy Modeling, Climate Data Analysis",No,Medium,2025-09-27
9633,Sustainability Analyst,Green Tech,Dubai,177391,"Climate Data Analysis, Energy Modeling",No,Large,2025-05-16
9634,Quantum Software Developer,Quantum Computing,Singapore,96471,"Quantum Algorithms, Linear Algebra",Yes,Large,2025-12-16
9635,Quantum Software Developer,Quantum Computing,Tokyo,142649,"Linear Algebra, Qiskit",No,Medium,2025-03-17
9636,Quantum Researcher,Quantum Computing,Berlin,209969,"Qiskit, Linear Algebra",Yes,Medium,2025-07-04
9637,Data Scientist,AI,Tokyo,155002,"PyTorch, TensorFlow",No,Medium,2025-01-22
9638,Blockchain Developer,Blockchain,Berlin,98895,"Rust, Solidity",No,Large,2025-07-24
9639,Quantum Researcher,Quantum Computing,London,191191,"Quantum Algorithms, Linear Algebra",Yes,Large,2025-02-18
9640,Data Scientist,AI,London,100640,"TensorFlow, Python",Yes,Large,2025-07-07
9641,ML Researcher,AI,Dubai,156906,"Python, TensorFlow",No,Small,2025-01-30
9642,ML Researcher,AI,Dubai,73208,"TensorFlow, PyTorch",No,Small,2025-04-11
9643,AI Engineer,AI,Singapore,106906,"PyTorch, TensorFlow",No,Small,2025-11-15
9644,AI Engineer,AI,Tokyo,153694,"Python, TensorFlow",No,Medium,2025-05-30
9645,Smart Contract Engineer,Blockchain,Dubai,101630,"Solidity, Rust",Yes,Medium,2025-01-11
9646,Smart Contract Engineer,Blockchain,London,156140,"Ethereum, Rust",No,Medium,2025-08-10
9647,Sustainability Analyst,Green Tech,Dubai,191141,"Climate Data Analysis, Energy Modeling",Yes,Large,2025-02-05
9648,Sustainability Analyst,Green Tech,Tokyo,59650,"Energy Modeling, Climate Data Analysis",No,Small,2025-01-16
9649,Smart Contract Engineer,Blockchain,Berlin,71210,"Solidity, Ethereum",No,Large,2025-11-06
9650,Quantum Software Developer,Quantum Computing,Dubai,189173,"Qiskit, Quantum Algorithms",Yes,Small,2025-01-12
9651,AI Engineer,AI,Singapore,203346,"TensorFlow, PyTorch",Yes,Large,2025-11-10
9652,Quantum Researcher,Quantum Computing,Dubai,220743,"Linear Algebra, Quantum Algorithms",Yes,Medium,2025-10-27
9653,ML Researcher,AI,Berlin,154437,"Python, PyTorch",Yes,Small,2025-10-01
9654,Renewable Energy Engineer,Green Tech,Singapore,117877,"Climate Data Analysis, Energy Modeling",Yes,Large,2025-07-03
9655,ML Researcher,AI,New York,123187,"TensorFlow, Python",No,Large,2025-03-04
9656,AI Engineer,AI,Singapore,62975,"TensorFlow, Python",Yes,Small,2025-01-19
9657,Sustainability Analyst,Green Tech,Berlin,138182,"Energy Modeling, Climate Data Analysis",No,Medium,2025-09-12
9658,Blockchain Developer,Blockchain,London,188476,"Solidity, Rust",Yes,Large,2025-09-06
9659,Renewable Energy Engineer,Green Tech,Tokyo,94737,"Climate Data Analysis, Energy Modeling",No,Medium,2025-11-04
9660,AI Engineer,AI,Berlin,77036,"Python, PyTorch",No,Medium,2025-04-07
9661,Quantum Researcher,Quantum Computing,Dubai,183493,"Quantum Algorithms, Qiskit",No,Large,2025-11-07
9662,Data Scientist,AI,Singapore,182882,"PyTorch, TensorFlow",Yes,Large,2025-10-31
9663,Renewable Energy Engineer,Green Tech,London,60371,"Climate Data Analysis, Energy Modeling",Yes,Small,2025-09-26
9664,AI Engineer,AI,New York,101950,"PyTorch, TensorFlow",Yes,Medium,2025-04-08
9665,Quantum Software Developer,Quantum Computing,New York,165072,"Quantum Algorithms, Qiskit",Yes,Medium,2025-04-09
9666,AI Engineer,AI,Tokyo,99516,"TensorFlow, PyTorch",No,Small,2025-02-17
9667,Data Scientist,AI,Dubai,195187,"Python, PyTorch",No,Large,2025-12-09
9668,ML Researcher,AI,Berlin,91521,"TensorFlow, PyTorch",Yes,Medium,2025-01-31
9669,Quantum Software Developer,Quantum Computing,Dubai,229502,"Qiskit, Linear Algebra",No,Medium,2025-02-13
9670,AI Engineer,AI,New York,131348,"TensorFlow, PyTorch",Yes,Large,2025-05-05
9671,Sustainability Analyst,Green Tech,Tokyo,244459,"Energy Modeling, Climate Data Analysis",Yes,Large,2025-09-19
9672,Blockchain Developer,Blockchain,Singapore,184348,"Solidity, Rust",No,Medium,2025-11-09
9673,AI Engineer,AI,New York,235756,"PyTorch, TensorFlow",No,Small,2025-08-24
9674,Data Scientist,AI,Berlin,139058,"TensorFlow, PyTorch",Yes,Small,2025-12-04
9675,Quantum Researcher,Quantum Computing,New York,226512,"Qiskit, Quantum Algorithms",No,Medium,2025-10-18
9676,AI Engineer,AI,Singapore,114663,"TensorFlow, PyTorch",No,Large,2025-03-01
9677,Quantum Software Developer,Quantum Computing,Berlin,179944,"Quantum Algorithms, Linear Algebra",No,Small,2025-11-06
9678,ML Researcher,AI,Tokyo,164839,"Python, PyTorch",Yes,Large,2025-09-19
9679,Smart Contract Engineer,Blockchain,Berlin,186886,"Rust, Solidity",No,Small,2025-01-06
9680,Blockchain Developer,Blockchain,Dubai,166962,"Solidity, Ethereum",Yes,Large,2025-07-02
9681,AI Engineer,AI,Singapore,178417,"TensorFlow, PyTorch",No,Large,2025-04-09
9682,Data Scientist,AI,Tokyo,134601,"Python, PyTorch",No,Small,2025-01-29
9683,Renewable Energy Engineer,Green Tech,New York,246308,"Energy Modeling, Climate Data Analysis",No,Medium,2025-07-20
9684,Smart Contract Engineer,Blockchain,New York,226021,"Solidity, Ethereum",Yes,Large,2025-08-15
9685,Quantum Researcher,Quantum Computing,New York,171712,"Qiskit, Linear Algebra",No,Large,2025-10-24
9686,Smart Contract Engineer,Blockchain,Tokyo,221631,"Rust, Solidity",No,Medium,2025-12-06
9687,ML Researcher,AI,London,102199,"Python, TensorFlow",No,Small,2025-04-18
9688,Data Scientist,AI,Tokyo,202995,"PyTorch, TensorFlow",Yes,Large,2025-05-31
9689,Quantum Software Developer,Quantum Computing,Berlin,195014,"Qiskit, Linear Algebra",No,Large,2025-07-15
9690,Quantum Software Developer,Quantum Computing,Tokyo,95400,"Quantum Algorithms, Qiskit",Yes,Medium,2025-03-15
9691,AI Engineer,AI,Berlin,206895,"PyTorch, Python",Yes,Large,2025-11-21
9692,Sustainability Analyst,Green Tech,London,231111,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-04-21
9693,ML Researcher,AI,New York,111677,"Python, PyTorch",Yes,Large,2025-06-02
9694,Data Scientist,AI,Tokyo,179048,"PyTorch, Python",No,Small,2025-03-08
9695,AI Engineer,AI,New York,63462,"Python, PyTorch",Yes,Small,2025-07-21
9696,Blockchain Developer,Blockchain,New York,114483,"Ethereum, Solidity",No,Medium,2025-12-01
9697,Quantum Researcher,Quantum Computing,New York,143923,"Qiskit, Linear Algebra",No,Large,2025-06-23
9698,Renewable Energy Engineer,Green Tech,Singapore,241309,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-12-28
9699,Smart Contract Engineer,Blockchain,New York,188665,"Solidity, Ethereum",No,Large,2025-08-30
9700,Blockchain Developer,Blockchain,Berlin,110903,"Ethereum, Solidity",Yes,Medium,2025-07-07
9701,Sustainability Analyst,Green Tech,Dubai,71423,"Energy Modeling, Climate Data Analysis",No,Large,2025-01-30
9702,Sustainability Analyst,Green Tech,Berlin,238770,"Energy Modeling, Climate Data Analysis",No,Medium,2025-05-03
9703,Quantum Software Developer,Quantum Computing,Dubai,54133,"Linear Algebra, Quantum Algorithms",Yes,Large,2025-11-19
9704,Blockchain Developer,Blockchain,Singapore,105751,"Rust, Ethereum",Yes,Medium,2025-11-10
9705,Smart Contract Engineer,Blockchain,Dubai,163059,"Rust, Solidity",No,Medium,2025-02-12
9706,Renewable Energy Engineer,Green Tech,New York,180229,"Climate Data Analysis, Energy Modeling",Yes,Large,2025-04-20
9707,Smart Contract Engineer,Blockchain,New York,94694,"Solidity, Rust",Yes,Small,2025-11-28
9708,AI Engineer,AI,Berlin,178218,"TensorFlow, Python",No,Medium,2025-01-27
9709,ML Researcher,AI,Berlin,144954,"Python, PyTorch",No,Small,2025-09-23
9710,Quantum Researcher,Quantum Computing,Dubai,159609,"Qiskit, Linear Algebra",Yes,Medium,2025-04-29
9711,Renewable Energy Engineer,Green Tech,Tokyo,208485,"Climate Data Analysis, Energy Modeling",Yes,Small,2025-05-28
9712,Smart Contract Engineer,Blockchain,London,240125,"Solidity, Rust",Yes,Medium,2025-03-03
9713,AI Engineer,AI,New York,165526,"TensorFlow, Python",Yes,Small,2025-09-25
9714,Quantum Researcher,Quantum Computing,Tokyo,167529,"Qiskit, Linear Algebra",Yes,Medium,2025-02-09
9715,AI Engineer,AI,New York,226814,"PyTorch, TensorFlow",No,Medium,2025-09-25
9716,Sustainability Analyst,Green Tech,New York,235183,"Climate Data Analysis, Energy Modeling",No,Medium,2025-05-12
9717,Quantum Software Developer,Quantum Computing,Singapore,123798,"Quantum Algorithms, Linear Algebra",Yes,Large,2025-07-18
9718,Sustainability Analyst,Green Tech,London,132147,"Climate Data Analysis, Energy Modeling",No,Small,2025-01-24
9719,Smart Contract Engineer,Blockchain,Singapore,226501,"Solidity, Rust",Yes,Large,2025-01-30
9720,Sustainability Analyst,Green Tech,London,151300,"Energy Modeling, Climate Data Analysis",Yes,Medium,2025-09-28
9721,Quantum Software Developer,Quantum Computing,New York,180189,"Quantum Algorithms, Linear Algebra",No,Medium,2025-11-15
9722,AI Engineer,AI,Singapore,159336,"PyTorch, Python",Yes,Medium,2025-06-27
9723,Smart Contract Engineer,Blockchain,London,241208,"Ethereum, Solidity",Yes,Small,2025-12-22
9724,Quantum Software Developer,Quantum Computing,Tokyo,77168,"Qiskit, Linear Algebra",Yes,Large,2025-03-20
9725,Quantum Researcher,Quantum Computing,Singapore,93237,"Qiskit, Linear Algebra",No,Medium,2025-05-07
